,hospital_id,year,staff_group,prod_hrs,prodhrs_adjptday
10404,106190812,2010,Management & Supervision,196362,2.18
10405,106190812,2010,Technician & Specialist,473664,5.27
10406,106190812,2010,Registered Nurse,900005,10.01
10407,106190812,2010,Licensed Vocational Nurse,48657,0.54
10408,106190812,2010,Aides & Orderlies,128443,1.43
10409,106190812,2010,Clerical & Other Administrative,529852,5.89
10410,106190812,2010,Environmental & Food Services,147966,1.65
10411,106190812,2010,Other,139534,1.55
10412,106190812,2010,Contracted Registry Nursing,13877,0.15
10413,106190812,2010,Contracted Other,21426,0.24
10414,106190812,2010,Daily Cost Centers,939514,10.45
10415,106190812,2010,Ambulatory Cost Centers,169444,1.88
10416,106190812,2010,Ancillary Cost Centers,552197,6.14
10417,106190812,2010,Education Cost Centers,0,0.0
10418,106190812,2010,General Services Cost Centers,434855,4.84
10419,106190812,2010,Fiscal Services Cost Centers,211305,2.35
10420,106190812,2010,Administrative Services Cost Centers,283086,3.15
10421,106190818,2010,Management & Supervision,56292,1.08
10422,106190818,2010,Technician & Specialist,259956,4.98
10423,106190818,2010,Registered Nurse,290091,5.56
10424,106190818,2010,Licensed Vocational Nurse,45767,0.88
10425,106190818,2010,Aides & Orderlies,177871,3.41
10426,106190818,2010,Clerical & Other Administrative,154227,2.96
10427,106190818,2010,Environmental & Food Services,0,0.0
10428,106190818,2010,Other,18337,0.35
10429,106190818,2010,Contracted Registry Nursing,6322,0.12
10430,106190818,2010,Contracted Other,0,0.0
10431,106190818,2010,Daily Cost Centers,370772,7.1
10432,106190818,2010,Ambulatory Cost Centers,61985,1.19
10433,106190818,2010,Ancillary Cost Centers,331706,6.36
10434,106190818,2010,Education Cost Centers,0,0.0
10435,106190818,2010,General Services Cost Centers,82055,1.57
10436,106190818,2010,Fiscal Services Cost Centers,83859,1.61
10437,106190818,2010,Administrative Services Cost Centers,78486,1.5
10438,106190854,2010,Management & Supervision,59628,1.31
10439,106190854,2010,Technician & Specialist,195560,4.28
10440,106190854,2010,Registered Nurse,198455,4.35
10441,106190854,2010,Licensed Vocational Nurse,76041,1.67
10442,106190854,2010,Aides & Orderlies,68783,1.51
10443,106190854,2010,Clerical & Other Administrative,116958,2.56
10444,106190854,2010,Environmental & Food Services,99323,2.18
10445,106190854,2010,Other,5834,0.13
10446,106190854,2010,Contracted Registry Nursing,3881,0.09
10447,106190854,2010,Contracted Other,0,0.0
10448,106190854,2010,Daily Cost Centers,350234,7.67
10449,106190854,2010,Ambulatory Cost Centers,35397,0.78
10450,106190854,2010,Ancillary Cost Centers,122424,2.68
10451,106190854,2010,Education Cost Centers,0,0.0
10452,106190854,2010,General Services Cost Centers,187867,4.12
10453,106190854,2010,Fiscal Services Cost Centers,49061,1.07
10454,106190854,2010,Administrative Services Cost Centers,79480,1.74
10455,106190857,2010,Management & Supervision,47691,4.09
10456,106190857,2010,Technician & Specialist,34980,3.0
10457,106190857,2010,Registered Nurse,21777,1.87
10458,106190857,2010,Licensed Vocational Nurse,25110,2.15
10459,106190857,2010,Aides & Orderlies,29566,2.54
10460,106190857,2010,Clerical & Other Administrative,26123,2.24
10461,106190857,2010,Environmental & Food Services,28979,2.49
10462,106190857,2010,Other,14971,1.28
10463,106190857,2010,Contracted Registry Nursing,296,0.03
10464,106190857,2010,Contracted Other,0,0.0
10465,106190857,2010,Daily Cost Centers,72033,6.18
10466,106190857,2010,Ambulatory Cost Centers,0,0.0
10467,106190857,2010,Ancillary Cost Centers,54730,4.69
10468,106190857,2010,Education Cost Centers,549,0.05
10469,106190857,2010,General Services Cost Centers,55636,4.77
10470,106190857,2010,Fiscal Services Cost Centers,15271,1.31
10471,106190857,2010,Administrative Services Cost Centers,31274,2.68
10472,106190859,2010,Management & Supervision,110056,2.05
10473,106190859,2010,Technician & Specialist,257070,4.78
10474,106190859,2010,Registered Nurse,505243,9.4
10475,106190859,2010,Licensed Vocational Nurse,9827,0.18
10476,106190859,2010,Aides & Orderlies,225443,4.19
10477,106190859,2010,Clerical & Other Administrative,100167,1.86
10478,106190859,2010,Environmental & Food Services,90433,1.68
10479,106190859,2010,Other,4383,0.08
10480,106190859,2010,Contracted Registry Nursing,51356,0.96
10481,106190859,2010,Contracted Other,40230,0.75
10482,106190859,2010,Daily Cost Centers,531601,9.89
10483,106190859,2010,Ambulatory Cost Centers,92601,1.72
10484,106190859,2010,Ancillary Cost Centers,420993,7.83
10485,106190859,2010,Education Cost Centers,0,0.0
10486,106190859,2010,General Services Cost Centers,197947,3.68
10487,106190859,2010,Fiscal Services Cost Centers,10754,0.2
10488,106190859,2010,Administrative Services Cost Centers,136185,2.53
10489,106190878,2010,Management & Supervision,234990,1.87
10490,106190878,2010,Technician & Specialist,679271,5.41
10491,106190878,2010,Registered Nurse,932221,7.42
10492,106190878,2010,Licensed Vocational Nurse,49107,0.39
10493,106190878,2010,Aides & Orderlies,227734,1.81
10494,106190878,2010,Clerical & Other Administrative,458084,3.65
10495,106190878,2010,Environmental & Food Services,144297,1.15
10496,106190878,2010,Other,141440,1.13
10497,106190878,2010,Contracted Registry Nursing,50104,0.4
10498,106190878,2010,Contracted Other,42948,0.34
10499,106190878,2010,Daily Cost Centers,1071419,8.53
10500,106190878,2010,Ambulatory Cost Centers,145146,1.16
10501,106190878,2010,Ancillary Cost Centers,704214,5.61
10502,106190878,2010,Education Cost Centers,159910,1.27
10503,106190878,2010,General Services Cost Centers,370833,2.95
10504,106190878,2010,Fiscal Services Cost Centers,198769,1.58
10505,106190878,2010,Administrative Services Cost Centers,309905,2.47
10506,106190883,2010,Management & Supervision,58324,1.1
10507,106190883,2010,Technician & Specialist,165028,3.12
10508,106190883,2010,Registered Nurse,670131,12.68
10509,106190883,2010,Licensed Vocational Nurse,25177,0.48
10510,106190883,2010,Aides & Orderlies,75258,1.42
10511,106190883,2010,Clerical & Other Administrative,228920,4.33
10512,106190883,2010,Environmental & Food Services,65107,1.23
10513,106190883,2010,Other,0,0.0
10514,106190883,2010,Contracted Registry Nursing,0,0.0
10515,106190883,2010,Contracted Other,0,0.0
10516,106190883,2010,Daily Cost Centers,374306,7.08
10517,106190883,2010,Ambulatory Cost Centers,83987,1.59
10518,106190883,2010,Ancillary Cost Centers,539931,10.22
10519,106190883,2010,Education Cost Centers,0,0.0
10520,106190883,2010,General Services Cost Centers,142497,2.7
10521,106190883,2010,Fiscal Services Cost Centers,56052,1.06
10522,106190883,2010,Administrative Services Cost Centers,91172,1.73
10523,106190930,2010,Management & Supervision,50938,1.81
10524,106190930,2010,Technician & Specialist,137809,4.88
10525,106190930,2010,Registered Nurse,223958,7.94
10526,106190930,2010,Licensed Vocational Nurse,11115,0.39
10527,106190930,2010,Aides & Orderlies,56714,2.01
10528,106190930,2010,Clerical & Other Administrative,46381,1.64
10529,106190930,2010,Environmental & Food Services,333,0.01
10530,106190930,2010,Other,27064,0.96
10531,106190930,2010,Contracted Registry Nursing,558,0.02
10532,106190930,2010,Contracted Other,0,0.0
10533,106190930,2010,Daily Cost Centers,341923,12.12
10534,106190930,2010,Ambulatory Cost Centers,79544,2.82
10535,106190930,2010,Ancillary Cost Centers,9724,0.34
10536,106190930,2010,Education Cost Centers,3056,0.11
10537,106190930,2010,General Services Cost Centers,64054,2.27
10538,106190930,2010,Fiscal Services Cost Centers,0,0.0
10539,106190930,2010,Administrative Services Cost Centers,56569,2.0
10540,106190949,2010,Management & Supervision,156123,1.93
10541,106190949,2010,Technician & Specialist,314549,3.9
10542,106190949,2010,Registered Nurse,530264,6.57
10543,106190949,2010,Licensed Vocational Nurse,131740,1.63
10544,106190949,2010,Aides & Orderlies,3140,0.04
10545,106190949,2010,Clerical & Other Administrative,465918,5.77
10546,106190949,2010,Environmental & Food Services,7674,0.1
10547,106190949,2010,Other,153067,1.9
10548,106190949,2010,Contracted Registry Nursing,29928,0.37
10549,106190949,2010,Contracted Other,289483,3.59
10550,106190949,2010,Daily Cost Centers,704042,8.72
10551,106190949,2010,Ambulatory Cost Centers,162903,2.02
10552,106190949,2010,Ancillary Cost Centers,406814,5.04
10553,106190949,2010,Education Cost Centers,0,0.0
10554,106190949,2010,General Services Cost Centers,466870,5.79
10555,106190949,2010,Fiscal Services Cost Centers,152816,1.89
10556,106190949,2010,Administrative Services Cost Centers,188441,2.34
10557,106190958,2010,Management & Supervision,0,0.0
10558,106190958,2010,Technician & Specialist,0,0.0
10559,106190958,2010,Registered Nurse,0,0.0
10560,106190958,2010,Licensed Vocational Nurse,0,0.0
10561,106190958,2010,Aides & Orderlies,0,0.0
10562,106190958,2010,Clerical & Other Administrative,0,0.0
10563,106190958,2010,Environmental & Food Services,0,0.0
10564,106190958,2010,Other,0,0.0
10565,106190958,2010,Contracted Registry Nursing,0,0.0
10566,106190958,2010,Contracted Other,0,0.0
10567,106190958,2010,Daily Cost Centers,0,0.0
10568,106190958,2010,Ambulatory Cost Centers,0,0.0
10569,106190958,2010,Ancillary Cost Centers,0,0.0
10570,106190958,2010,Education Cost Centers,0,0.0
10571,106190958,2010,General Services Cost Centers,0,0.0
10572,106190958,2010,Fiscal Services Cost Centers,0,0.0
10573,106190958,2010,Administrative Services Cost Centers,0,0.0
10574,106191014,2010,Management & Supervision,0,0.0
10575,106191014,2010,Technician & Specialist,0,0.0
10576,106191014,2010,Registered Nurse,0,0.0
10577,106191014,2010,Licensed Vocational Nurse,0,0.0
10578,106191014,2010,Aides & Orderlies,0,0.0
10579,106191014,2010,Clerical & Other Administrative,0,0.0
10580,106191014,2010,Environmental & Food Services,0,0.0
10581,106191014,2010,Other,0,0.0
10582,106191014,2010,Contracted Registry Nursing,0,0.0
10583,106191014,2010,Contracted Other,0,0.0
10584,106191014,2010,Daily Cost Centers,0,0.0
10585,106191014,2010,Ambulatory Cost Centers,0,0.0
10586,106191014,2010,Ancillary Cost Centers,0,0.0
10587,106191014,2010,Education Cost Centers,0,0.0
10588,106191014,2010,General Services Cost Centers,0,0.0
10589,106191014,2010,Fiscal Services Cost Centers,0,0.0
10590,106191014,2010,Administrative Services Cost Centers,0,0.0
10591,106191216,2010,Management & Supervision,64993,2.22
10592,106191216,2010,Technician & Specialist,137303,4.69
10593,106191216,2010,Registered Nurse,153259,5.23
10594,106191216,2010,Licensed Vocational Nurse,10586,0.36
10595,106191216,2010,Aides & Orderlies,36734,1.25
10596,106191216,2010,Clerical & Other Administrative,221261,7.55
10597,106191216,2010,Environmental & Food Services,20855,0.71
10598,106191216,2010,Other,0,0.0
10599,106191216,2010,Contracted Registry Nursing,36358,1.24
10600,106191216,2010,Contracted Other,30805,1.05
10601,106191216,2010,Daily Cost Centers,144672,4.94
10602,106191216,2010,Ambulatory Cost Centers,106151,3.62
10603,106191216,2010,Ancillary Cost Centers,160085,5.46
10604,106191216,2010,Education Cost Centers,0,0.0
10605,106191216,2010,General Services Cost Centers,115265,3.93
10606,106191216,2010,Fiscal Services Cost Centers,77189,2.63
10607,106191216,2010,Administrative Services Cost Centers,108792,3.71
10608,106191225,2010,Management & Supervision,11682,0.79
10609,106191225,2010,Technician & Specialist,698,0.05
10610,106191225,2010,Registered Nurse,8457,0.57
10611,106191225,2010,Licensed Vocational Nurse,8490,0.57
10612,106191225,2010,Aides & Orderlies,0,0.0
10613,106191225,2010,Clerical & Other Administrative,12465,0.84
10614,106191225,2010,Environmental & Food Services,7243,0.49
10615,106191225,2010,Other,10890,0.74
10616,106191225,2010,Contracted Registry Nursing,0,0.0
10617,106191225,2010,Contracted Other,0,0.0
10618,106191225,2010,Daily Cost Centers,36176,2.44
10619,106191225,2010,Ambulatory Cost Centers,0,0.0
10620,106191225,2010,Ancillary Cost Centers,0,0.0
10621,106191225,2010,Education Cost Centers,0,0.0
10622,106191225,2010,General Services Cost Centers,13267,0.9
10623,106191225,2010,Fiscal Services Cost Centers,3600,0.24
10624,106191225,2010,Administrative Services Cost Centers,6882,0.46
10625,106191227,2010,Management & Supervision,629177,3.88
10626,106191227,2010,Technician & Specialist,1176524,7.26
10627,106191227,2010,Registered Nurse,1447447,8.94
10628,106191227,2010,Licensed Vocational Nurse,319425,1.97
10629,106191227,2010,Aides & Orderlies,559391,3.45
10630,106191227,2010,Clerical & Other Administrative,931603,5.75
10631,106191227,2010,Environmental & Food Services,227120,1.4
10632,106191227,2010,Other,1621611,10.01
10633,106191227,2010,Contracted Registry Nursing,101456,0.63
10634,106191227,2010,Contracted Other,177876,1.1
10635,106191227,2010,Daily Cost Centers,1583988,9.78
10636,106191227,2010,Ambulatory Cost Centers,1230066,7.59
10637,106191227,2010,Ancillary Cost Centers,1368016,8.45
10638,106191227,2010,Education Cost Centers,866853,5.35
10639,106191227,2010,General Services Cost Centers,929129,5.74
10640,106191227,2010,Fiscal Services Cost Centers,508877,3.14
10641,106191227,2010,Administrative Services Cost Centers,677878,4.19
10642,106191228,2010,Management & Supervision,1391511,4.63
10643,106191228,2010,Technician & Specialist,1908399,6.35
10644,106191228,2010,Registered Nurse,2889761,9.61
10645,106191228,2010,Licensed Vocational Nurse,222952,0.74
10646,106191228,2010,Aides & Orderlies,965046,3.21
10647,106191228,2010,Clerical & Other Administrative,1814931,6.04
10648,106191228,2010,Environmental & Food Services,845935,2.81
10649,106191228,2010,Other,2361022,7.85
10650,106191228,2010,Contracted Registry Nursing,510413,1.7
10651,106191228,2010,Contracted Other,202298,0.67
10652,106191228,2010,Daily Cost Centers,3079206,10.24
10653,106191228,2010,Ambulatory Cost Centers,2035465,6.77
10654,106191228,2010,Ancillary Cost Centers,2057657,6.84
10655,106191228,2010,Education Cost Centers,1715832,5.71
10656,106191228,2010,General Services Cost Centers,1974670,6.57
10657,106191228,2010,Fiscal Services Cost Centers,793967,2.64
10658,106191228,2010,Administrative Services Cost Centers,1450438,4.82
10659,106191231,2010,Management & Supervision,405263,3.83
10660,106191231,2010,Technician & Specialist,726664,6.86
10661,106191231,2010,Registered Nurse,875581,8.27
10662,106191231,2010,Licensed Vocational Nurse,114092,1.08
10663,106191231,2010,Aides & Orderlies,388651,3.67
10664,106191231,2010,Clerical & Other Administrative,849547,8.02
10665,106191231,2010,Environmental & Food Services,113083,1.07
10666,106191231,2010,Other,364108,3.44
10667,106191231,2010,Contracted Registry Nursing,55621,0.53
10668,106191231,2010,Contracted Other,199747,1.89
10669,106191231,2010,Daily Cost Centers,1030013,9.73
10670,106191231,2010,Ambulatory Cost Centers,707298,6.68
10671,106191231,2010,Ancillary Cost Centers,817994,7.73
10672,106191231,2010,Education Cost Centers,184,0.0
10673,106191231,2010,General Services Cost Centers,499243,4.71
10674,106191231,2010,Fiscal Services Cost Centers,459050,4.34
10675,106191231,2010,Administrative Services Cost Centers,569351,5.38
10676,106191300,2010,Management & Supervision,0,0.0
10677,106191300,2010,Technician & Specialist,0,0.0
10678,106191300,2010,Registered Nurse,0,0.0
10679,106191300,2010,Licensed Vocational Nurse,0,0.0
10680,106191300,2010,Aides & Orderlies,0,0.0
10681,106191300,2010,Clerical & Other Administrative,0,0.0
10682,106191300,2010,Environmental & Food Services,0,0.0
10683,106191300,2010,Other,0,0.0
10684,106191300,2010,Contracted Registry Nursing,0,0.0
10685,106191300,2010,Contracted Other,0,0.0
10686,106191300,2010,Daily Cost Centers,0,0.0
10687,106191300,2010,Ambulatory Cost Centers,0,0.0
10688,106191300,2010,Ancillary Cost Centers,0,0.0
10689,106191300,2010,Education Cost Centers,0,0.0
10690,106191300,2010,General Services Cost Centers,0,0.0
10691,106191300,2010,Fiscal Services Cost Centers,0,0.0
10692,106191300,2010,Administrative Services Cost Centers,0,0.0
10693,106191306,2010,Management & Supervision,327793,4.25
10694,106191306,2010,Technician & Specialist,585679,7.59
10695,106191306,2010,Registered Nurse,351873,4.56
10696,106191306,2010,Licensed Vocational Nurse,133245,1.73
10697,106191306,2010,Aides & Orderlies,276488,3.59
10698,106191306,2010,Clerical & Other Administrative,340129,4.41
10699,106191306,2010,Environmental & Food Services,170821,2.22
10700,106191306,2010,Other,196250,2.54
10701,106191306,2010,Contracted Registry Nursing,23532,0.31
10702,106191306,2010,Contracted Other,13335,0.17
10703,106191306,2010,Daily Cost Centers,773835,10.03
10704,106191306,2010,Ambulatory Cost Centers,140996,1.83
10705,106191306,2010,Ancillary Cost Centers,504784,6.55
10706,106191306,2010,Education Cost Centers,2592,0.03
10707,106191306,2010,General Services Cost Centers,464284,6.02
10708,106191306,2010,Fiscal Services Cost Centers,195625,2.54
10709,106191306,2010,Administrative Services Cost Centers,337029,4.37
10710,106191450,2010,Management & Supervision,0,0.0
10711,106191450,2010,Technician & Specialist,0,0.0
10712,106191450,2010,Registered Nurse,767654,14.99
10713,106191450,2010,Licensed Vocational Nurse,4099,0.08
10714,106191450,2010,Aides & Orderlies,131289,2.56
10715,106191450,2010,Clerical & Other Administrative,0,0.0
10716,106191450,2010,Environmental & Food Services,0,0.0
10717,106191450,2010,Other,1294717,25.28
10718,106191450,2010,Contracted Registry Nursing,28394,0.55
10719,106191450,2010,Contracted Other,0,0.0
10720,106191450,2010,Daily Cost Centers,795294,15.53
10721,106191450,2010,Ambulatory Cost Centers,0,0.0
10722,106191450,2010,Ancillary Cost Centers,240641,4.7
10723,106191450,2010,Education Cost Centers,36026,0.7
10724,106191450,2010,General Services Cost Centers,560253,10.94
10725,106191450,2010,Fiscal Services Cost Centers,0,0.0
10726,106191450,2010,Administrative Services Cost Centers,593939,11.6
10727,106194010,2010,Management & Supervision,13636,0.41
10728,106194010,2010,Technician & Specialist,7427,0.22
10729,106194010,2010,Registered Nurse,6540,0.2
10730,106194010,2010,Licensed Vocational Nurse,18283,0.55
10731,106194010,2010,Aides & Orderlies,0,0.0
10732,106194010,2010,Clerical & Other Administrative,16951,0.51
10733,106194010,2010,Environmental & Food Services,14534,0.44
10734,106194010,2010,Other,37819,1.14
10735,106194010,2010,Contracted Registry Nursing,0,0.0
10736,106194010,2010,Contracted Other,0,0.0
10737,106194010,2010,Daily Cost Centers,66961,2.02
10738,106194010,2010,Ambulatory Cost Centers,3943,0.12
10739,106194010,2010,Ancillary Cost Centers,0,0.0
10740,106194010,2010,Education Cost Centers,0,0.0
10741,106194010,2010,General Services Cost Centers,23089,0.7
10742,106194010,2010,Fiscal Services Cost Centers,12552,0.38
10743,106194010,2010,Administrative Services Cost Centers,8645,0.26
10744,106194219,2010,Management & Supervision,163746,2.14
10745,106194219,2010,Technician & Specialist,685735,8.98
10746,106194219,2010,Registered Nurse,884750,11.58
10747,106194219,2010,Licensed Vocational Nurse,22660,0.3
10748,106194219,2010,Aides & Orderlies,239692,3.14
10749,106194219,2010,Clerical & Other Administrative,512939,6.72
10750,106194219,2010,Environmental & Food Services,165855,2.17
10751,106194219,2010,Other,10624,0.14
10752,106194219,2010,Contracted Registry Nursing,207666,2.72
10753,106194219,2010,Contracted Other,14722,0.19
10754,106194219,2010,Daily Cost Centers,1046114,13.7
10755,106194219,2010,Ambulatory Cost Centers,123375,1.62
10756,106194219,2010,Ancillary Cost Centers,944968,12.37
10757,106194219,2010,Education Cost Centers,0,0.0
10758,106194219,2010,General Services Cost Centers,369453,4.84
10759,106194219,2010,Fiscal Services Cost Centers,99531,1.3
10760,106194219,2010,Administrative Services Cost Centers,324948,4.25
10761,106194967,2010,Management & Supervision,3589,0.72
10762,106194967,2010,Technician & Specialist,27599,5.54
10763,106194967,2010,Registered Nurse,9984,2.01
10764,106194967,2010,Licensed Vocational Nurse,3827,0.77
10765,106194967,2010,Aides & Orderlies,10047,2.02
10766,106194967,2010,Clerical & Other Administrative,2,0.0
10767,106194967,2010,Environmental & Food Services,0,0.0
10768,106194967,2010,Other,0,0.0
10769,106194967,2010,Contracted Registry Nursing,0,0.0
10770,106194967,2010,Contracted Other,1507,0.3
10771,106194967,2010,Daily Cost Centers,55992,11.25
10772,106194967,2010,Ambulatory Cost Centers,0,0.0
10773,106194967,2010,Ancillary Cost Centers,0,0.0
10774,106194967,2010,Education Cost Centers,0,0.0
10775,106194967,2010,General Services Cost Centers,0,0.0
10776,106194967,2010,Fiscal Services Cost Centers,0,0.0
10777,106194967,2010,Administrative Services Cost Centers,563,0.11
10778,106194981,2010,Management & Supervision,4619,0.82
10779,106194981,2010,Technician & Specialist,5762,1.03
10780,106194981,2010,Registered Nurse,8289,1.48
10781,106194981,2010,Licensed Vocational Nurse,4882,0.87
10782,106194981,2010,Aides & Orderlies,18935,3.38
10783,106194981,2010,Clerical & Other Administrative,2916,0.52
10784,106194981,2010,Environmental & Food Services,0,0.0
10785,106194981,2010,Other,194,0.03
10786,106194981,2010,Contracted Registry Nursing,0,0.0
10787,106194981,2010,Contracted Other,1792,0.32
10788,106194981,2010,Daily Cost Centers,34637,6.19
10789,106194981,2010,Ambulatory Cost Centers,0,0.0
10790,106194981,2010,Ancillary Cost Centers,0,0.0
10791,106194981,2010,Education Cost Centers,0,0.0
10792,106194981,2010,General Services Cost Centers,4485,0.8
10793,106194981,2010,Fiscal Services Cost Centers,916,0.16
10794,106194981,2010,Administrative Services Cost Centers,7351,1.31
10795,106196035,2010,Management & Supervision,0,0.0
10796,106196035,2010,Technician & Specialist,0,0.0
10797,106196035,2010,Registered Nurse,807235,16.91
10798,106196035,2010,Licensed Vocational Nurse,37914,0.79
10799,106196035,2010,Aides & Orderlies,74495,1.56
10800,106196035,2010,Clerical & Other Administrative,0,0.0
10801,106196035,2010,Environmental & Food Services,0,0.0
10802,106196035,2010,Other,1407110,29.48
10803,106196035,2010,Contracted Registry Nursing,4436,0.09
10804,106196035,2010,Contracted Other,0,0.0
10805,106196035,2010,Daily Cost Centers,674926,14.14
10806,106196035,2010,Ambulatory Cost Centers,88917,1.86
10807,106196035,2010,Ancillary Cost Centers,329154,6.9
10808,106196035,2010,Education Cost Centers,0,0.0
10809,106196035,2010,General Services Cost Centers,586346,12.28
10810,106196035,2010,Fiscal Services Cost Centers,0,0.0
10811,106196035,2010,Administrative Services Cost Centers,651847,13.65
10812,106196168,2010,Management & Supervision,221635,2.17
10813,106196168,2010,Technician & Specialist,971199,9.49
10814,106196168,2010,Registered Nurse,1332168,13.02
10815,106196168,2010,Licensed Vocational Nurse,55504,0.54
10816,106196168,2010,Aides & Orderlies,271078,2.65
10817,106196168,2010,Clerical & Other Administrative,562282,5.5
10818,106196168,2010,Environmental & Food Services,53769,0.53
10819,106196168,2010,Other,158631,1.55
10820,106196168,2010,Contracted Registry Nursing,48914,0.48
10821,106196168,2010,Contracted Other,485536,4.75
10822,106196168,2010,Daily Cost Centers,1228571,12.01
10823,106196168,2010,Ambulatory Cost Centers,414091,4.05
10824,106196168,2010,Ancillary Cost Centers,1064408,10.4
10825,106196168,2010,Education Cost Centers,29391,0.29
10826,106196168,2010,General Services Cost Centers,756660,7.4
10827,106196168,2010,Fiscal Services Cost Centers,147836,1.44
10828,106196168,2010,Administrative Services Cost Centers,480311,4.69
10829,106196403,2010,Management & Supervision,0,0.0
10830,106196403,2010,Technician & Specialist,0,0.0
10831,106196403,2010,Registered Nurse,1258754,15.83
10832,106196403,2010,Licensed Vocational Nurse,48345,0.61
10833,106196403,2010,Aides & Orderlies,157393,1.98
10834,106196403,2010,Clerical & Other Administrative,0,0.0
10835,106196403,2010,Environmental & Food Services,0,0.0
10836,106196403,2010,Other,1847942,23.24
10837,106196403,2010,Contracted Registry Nursing,70196,0.88
10838,106196403,2010,Contracted Other,0,0.0
10839,106196403,2010,Daily Cost Centers,1247052,15.68
10840,106196403,2010,Ambulatory Cost Centers,165489,2.08
10841,106196403,2010,Ancillary Cost Centers,520096,6.54
10842,106196403,2010,Education Cost Centers,0,0.0
10843,106196403,2010,General Services Cost Centers,786533,9.89
10844,106196403,2010,Fiscal Services Cost Centers,0,0.0
10845,106196403,2010,Administrative Services Cost Centers,661376,8.32
10846,106196404,2010,Management & Supervision,41960,0.48
10847,106196404,2010,Technician & Specialist,13625,0.16
10848,106196404,2010,Registered Nurse,34573,0.39
10849,106196404,2010,Licensed Vocational Nurse,76849,0.87
10850,106196404,2010,Aides & Orderlies,369459,4.21
10851,106196404,2010,Clerical & Other Administrative,30956,0.35
10852,106196404,2010,Environmental & Food Services,180583,2.06
10853,106196404,2010,Other,10915,0.12
10854,106196404,2010,Contracted Registry Nursing,0,0.0
10855,106196404,2010,Contracted Other,148,0.0
10856,106196404,2010,Daily Cost Centers,482989,5.5
10857,106196404,2010,Ambulatory Cost Centers,0,0.0
10858,106196404,2010,Ancillary Cost Centers,0,0.0
10859,106196404,2010,Education Cost Centers,0,0.0
10860,106196404,2010,General Services Cost Centers,242246,2.76
10861,106196404,2010,Fiscal Services Cost Centers,0,0.0
10862,106196404,2010,Administrative Services Cost Centers,33833,0.39
10863,106201281,2010,Management & Supervision,117308,2.52
10864,106201281,2010,Technician & Specialist,226140,4.85
10865,106201281,2010,Registered Nurse,292278,6.27
10866,106201281,2010,Licensed Vocational Nurse,76445,1.64
10867,106201281,2010,Aides & Orderlies,182131,3.91
10868,106201281,2010,Clerical & Other Administrative,307645,6.6
10869,106201281,2010,Environmental & Food Services,164036,3.52
10870,106201281,2010,Other,22653,0.49
10871,106201281,2010,Contracted Registry Nursing,592,0.01
10872,106201281,2010,Contracted Other,5518,0.12
10873,106201281,2010,Daily Cost Centers,347137,7.45
10874,106201281,2010,Ambulatory Cost Centers,271576,5.83
10875,106201281,2010,Ancillary Cost Centers,362205,7.77
10876,106201281,2010,Education Cost Centers,0,0.0
10877,106201281,2010,General Services Cost Centers,253318,5.44
10878,106201281,2010,Fiscal Services Cost Centers,51139,1.1
10879,106201281,2010,Administrative Services Cost Centers,109371,2.35
10880,106204019,2010,Management & Supervision,377998,3.53
10881,106204019,2010,Technician & Specialist,1219577,11.4
10882,106204019,2010,Registered Nurse,1067371,9.97
10883,106204019,2010,Licensed Vocational Nurse,12044,0.11
10884,106204019,2010,Aides & Orderlies,364358,3.4
10885,106204019,2010,Clerical & Other Administrative,824406,7.7
10886,106204019,2010,Environmental & Food Services,178792,1.67
10887,106204019,2010,Other,103721,0.97
10888,106204019,2010,Contracted Registry Nursing,20596,0.19
10889,106204019,2010,Contracted Other,12321,0.12
10890,106204019,2010,Daily Cost Centers,1215275,11.36
10891,106204019,2010,Ambulatory Cost Centers,597183,5.58
10892,106204019,2010,Ancillary Cost Centers,890136,8.32
10893,106204019,2010,Education Cost Centers,10416,0.1
10894,106204019,2010,General Services Cost Centers,768302,7.18
10895,106204019,2010,Fiscal Services Cost Centers,289138,2.7
10896,106204019,2010,Administrative Services Cost Centers,406569,3.8
10897,106210992,2010,Management & Supervision,0,0.0
10898,106210992,2010,Technician & Specialist,0,0.0
10899,106210992,2010,Registered Nurse,280481,12.38
10900,106210992,2010,Licensed Vocational Nurse,1387,0.06
10901,106210992,2010,Aides & Orderlies,76119,3.36
10902,106210992,2010,Clerical & Other Administrative,0,0.0
10903,106210992,2010,Environmental & Food Services,0,0.0
10904,106210992,2010,Other,699683,30.87
10905,106210992,2010,Contracted Registry Nursing,15936,0.7
10906,106210992,2010,Contracted Other,15,0.0
10907,106210992,2010,Daily Cost Centers,355643,15.69
10908,106210992,2010,Ambulatory Cost Centers,37668,1.66
10909,106210992,2010,Ancillary Cost Centers,106256,4.69
10910,106210992,2010,Education Cost Centers,0,0.0
10911,106210992,2010,General Services Cost Centers,266938,11.78
10912,106210992,2010,Fiscal Services Cost Centers,0,0.0
10913,106210992,2010,Administrative Services Cost Centers,299735,13.22
10914,106210993,2010,Management & Supervision,224366,11.09
10915,106210993,2010,Technician & Specialist,0,0.0
10916,106210993,2010,Registered Nurse,20064,0.99
10917,106210993,2010,Licensed Vocational Nurse,0,0.0
10918,106210993,2010,Aides & Orderlies,0,0.0
10919,106210993,2010,Clerical & Other Administrative,0,0.0
10920,106210993,2010,Environmental & Food Services,0,0.0
10921,106210993,2010,Other,0,0.0
